,Fight_Id,Win/No Contest/Draw,Fighter_1,Fighter_2,KD_1,KD_2,STR_1,STR_2,TD_1,TD_2,SUB_1,SUB_2,Weight_Class,Method,Round,Fight_Time,Event_Id,f1_wins,f1_losses,f1_height,f1_weight,f1_reach,f1_stance,f1_age,f1_SLpM,f1_sig_str_acc,f1_SApM,f1_str_def,f1_td_avg,f1_td_acc,f1_td_def,f1_sub_avg,f2_wins,f2_losses,f2_height,f2_weight,f2_reach,f2_stance,f2_age,f2_SLpM,f2_sig_str_acc,f2_SApM,f2_str_def,f2_td_avg,f2_td_acc,f2_td_def,f2_sub_avg,reach_diff,age_diff,height_diff,sig_str_diff,td_def_diff,td_avg_diff,f1_win_rate,f2_win_rate,win_rate_diff
7949,c2c000a37a89b82f,win,Kenny Florian,Alex Karalexis,0.0,0.0,38.0,18.0,1.0,0.0,0.0,0.0,Welterweight,KO/TKO,2,172,3f24c96753dbd9f9,14.0,6.0,177.8,65.77,187.96,Southpaw,47.0,2.41,0.4,1.85,0.63,2.22,0.33,0.6,1.3,10.0,6.0,172.72,70.31,167.64,Orthodox,46.0,2.57,0.42,2.39,0.54,2.7,0.45,0.86,0.9,20.32000000000002,1.0,5.0800000000000125,-0.019999999999999962,-0.26,-0.48,0.7,0.625,0.07499999999999996
7950,7acca0910edd7023,win,Drew Fickett,Josh Neer,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,Welterweight,SUB Rear Naked Choke,1,95,3f24c96753dbd9f9,42.0,21.0,177.8,70.31,177.8,Orthodox,44.0,2.33,0.41,2.29,0.57,1.3,0.35,0.3,2.2,36.0,16.0,180.34,77.11,182.88,Orthodox,41.0,3.29,0.46,3.63,0.58,1.09,0.34,0.46,1.3,-5.079999999999984,3.0,-2.539999999999992,-0.050000000000000044,-0.16000000000000003,0.20999999999999996,0.6666666666666666,0.6923076923076923,-0.02564102564102566
7951,a507bfa374885a25,win,Andrei Arlovski,Justin Eilers,0.0,0.0,33.0,5.0,0.0,0.0,0.0,0.0,Heavyweight,KO/TKO Punches,1,250,d3711d3784b76255,34.0,23.0,190.5,108.86,195.58,Orthodox,45.0,3.78,0.45,3.2,0.57,0.38,0.36,0.76,0.2,19.0,7.0,185.42,106.59,190.2845124724348,Orthodox,45.0,2.86,0.43,5.66,0.49,0.82,0.25,0.5,0.0,5.2954875275652,0.0,5.0800000000000125,0.020000000000000018,0.26,-0.43999999999999995,0.5964912280701754,0.7307692307692307,-0.13427800269905532
7952,d80b07269dd36aad,win,Karo Parisyan,Matt Serra,0.0,1.0,56.0,26.0,8.0,1.0,2.0,0.0,Welterweight,U-DEC,3,300,d3711d3784b76255,24.0,11.0,177.8,77.11,182.88,Orthodox,41.0,2.49,0.41,2.19,0.58,5.27,0.59,0.59,1.0,11.0,7.0,167.64,77.11,172.72,Orthodox,49.0,1.98,0.39,2.64,0.46,2.05,0.2,0.38,0.9,10.159999999999997,-8.0,10.160000000000025,0.019999999999999962,0.20999999999999996,3.2199999999999998,0.6857142857142857,0.6111111111111112,0.07460317460317456
7953,98cc8f5dd64895c4,win,Rich Franklin,Evan Tanner,0.0,1.0,97.0,25.0,0.0,1.0,1.0,1.0,Middleweight,KO/TKO,4,205,d3711d3784b76255,29.0,7.0,185.42,83.91,193.04,Southpaw,49.0,4.1,0.44,2.07,0.62,1.31,0.66,0.63,0.7,32.0,8.0,182.88,83.91,187.96,Orthodox,53.0,3.05,0.59,2.64,0.56,2.55,0.43,0.25,1.3,5.079999999999984,-4.0,2.539999999999992,-0.14999999999999997,0.38,-1.2399999999999998,0.8055555555555556,0.8,0.005555555555555536
7954,ea8b1a909155b0c2,win,Forrest Griffin,Bill Mahood,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,Light Heavyweight,SUB Rear Naked Choke,1,138,d3711d3784b76255,19.0,7.0,190.5,92.99,195.58,Orthodox,45.0,4.38,0.36,2.81,0.61,1.05,0.48,0.57,0.7,20.0,7.0,190.5,90.72,195.65223199313758,Orthodox,57.0,1.54,0.85,3.59,0.17,0.0,0.0,0.0,3.9,-0.07223199313756368,-12.0,0.0,-0.49,0.57,1.05,0.7307692307692307,0.7407407407407407,-0.009971509971509973
7955,fb252c420e9830cd,win,Paul Buentello,Kevin Jordan,1.0,0.0,20.0,18.0,0.0,0.0,1.0,0.0,Heavyweight,SUB Neck Crank,1,240,d3711d3784b76255,35.0,17.0,187.96,111.13,195.58,Orthodox,50.0,3.29,0.45,3.83,0.52,0.19,0.33,0.39,0.4,11.0,9.0,190.5,111.13,195.65223199313758,Orthodox,53.0,2.0,0.4,1.91,0.55,0.0,0.0,0.77,0.6,-0.07223199313756368,-3.0,-2.539999999999992,0.04999999999999999,-0.38,0.19,0.6730769230769231,0.55,0.12307692307692308
7956,ca3230227ee700b7,win,Nate Quarry,Shonie Carter,2.0,0.0,19.0,6.0,0.0,0.0,0.0,0.0,Middleweight,KO/TKO Punches,1,157,d3711d3784b76255,12.0,4.0,182.88,83.91,182.88,Open Stance,52.0,4.96,0.44,2.8,0.66,0.25,0.33,0.6,0.0,51.0,31.0,177.8,77.11,182.23293319138068,Southpaw,51.0,1.62,0.36,2.32,0.47,0.75,0.66,0.75,0.0,0.6470668086193143,1.0,5.079999999999984,0.08000000000000002,-0.15000000000000002,-0.5,0.75,0.6219512195121951,0.12804878048780488
7957,e5261884b0a0ed39,win,David Loiseau,Charles McCarthy,1.0,0.0,20.0,0.0,0.0,1.0,0.0,1.0,Middleweight,KO/TKO Spinning Back Kick,2,130,d3711d3784b76255,23.0,11.0,182.88,83.91,193.04,Orthodox,44.0,1.59,0.44,3.64,0.43,0.43,0.42,0.36,0.1,10.0,5.0,177.8,83.91,180.34,Orthodox,43.0,0.18,0.12,4.03,0.56,2.67,0.6,0.0,2.7,12.699999999999989,1.0,5.079999999999984,0.32,0.36,-2.2399999999999998,0.6764705882352942,0.6666666666666666,0.009803921568627527
7958,07886c772e37d5de,win,Nick Diaz,Koji Oishi,1.0,0.0,25.0,2.0,0.0,0.0,0.0,0.0,Welterweight,KO/TKO Punch,1,84,d3711d3784b76255,26.0,10.0,185.42,77.11,193.04,Southpaw,40.0,5.71,0.42,3.84,0.59,1.28,0.32,0.6,1.0,25.0,10.0,172.72,77.11,176.86521367067792,Orthodox,46.0,1.43,0.09,17.86,0.43,0.0,0.0,0.0,0.0,16.174786329322075,-6.0,12.699999999999989,0.32999999999999996,0.6,1.28,0.7222222222222222,0.7142857142857143,0.007936507936507908
7959,2ae8623ef4156105,win,Chuck Liddell,Randy Couture,1.0,0.0,13.0,9.0,0.0,0.0,0.0,0.0,Light Heavyweight,KO/TKO Punch,1,126,c933d423ebdbbbdb,21.0,8.0,187.96,92.99,193.04,Orthodox,54.0,2.97,0.35,2.71,0.56,0.44,0.75,0.81,0.0,19.0,11.0,185.42,92.99,190.5,Orthodox,60.0,2.85,0.57,1.53,0.59,2.78,0.46,0.58,0.5,2.539999999999992,-6.0,2.5400000000000205,-0.21999999999999997,0.2300000000000001,-2.34,0.7241379310344828,0.6333333333333333,0.09080459770114946
7960,cb8e91f8b9f0e24f,win,Renato Sobral,Travis Wiuff,0.0,0.0,15.0,3.0,2.0,2.0,2.0,0.0,Light Heavyweight,SUB Armbar,2,24,c933d423ebdbbbdb,37.0,11.0,185.42,92.99,190.5,Orthodox,48.0,2.23,0.45,1.53,0.57,2.48,0.42,0.65,2.6,75.0,21.0,190.5,92.99,195.65223199313758,Orthodox,46.0,0.48,0.3,4.03,0.41,4.84,0.57,0.44,1.2,-5.152231993137576,2.0,-5.0800000000000125,0.15000000000000002,0.21000000000000002,-2.36,0.7708333333333334,0.78125,-0.01041666666666663
7961,b1b66441acc5e8df,win,Matt Hughes,Frank Trigg,0.0,1.0,13.0,13.0,1.0,0.0,1.0,1.0,Welterweight,SUB Rear Naked Choke,1,245,c933d423ebdbbbdb,45.0,9.0,175.26,77.11,185.42,Switch,50.0,2.14,0.53,1.36,0.53,2.95,0.5,0.35,1.2,21.0,9.0,175.26,77.11,180.34,Southpaw,51.0,2.79,0.46,1.9,0.56,2.35,0.47,0.75,0.8,5.079999999999984,-1.0,0.0,0.07,-0.4,0.6000000000000001,0.8333333333333334,0.7,0.13333333333333341
7962,36dbc3cee586e53d,win,Matt Lindland,Travis Lutter,0.0,0.0,11.0,0.0,2.0,1.0,1.0,0.0,Middleweight,SUB Guillotine Choke,2,193,c933d423ebdbbbdb,22.0,9.0,182.88,83.91,187.96,Southpaw,53.0,2.62,0.5,1.56,0.52,3.01,0.48,0.6,1.3,10.0,6.0,180.34,83.91,190.5,Orthodox,50.0,0.41,0.32,2.42,0.42,1.95,0.24,0.3,0.7,-2.539999999999992,3.0,2.539999999999992,0.18,0.3,1.0599999999999998,0.7096774193548387,0.625,0.08467741935483875
7963,f4e6f8223d0816fe,win,Georges St-Pierre,Jason Miller,0.0,0.0,64.0,16.0,5.0,1.0,4.0,0.0,Welterweight,U-DEC,3,300,c933d423ebdbbbdb,26.0,2.0,180.34,83.91,193.04,Orthodox,42.0,3.78,0.53,1.4,0.72,4.16,0.74,0.83,1.1,23.0,10.0,185.42,83.91,190.2845124724348,Orthodox,43.0,1.83,0.43,2.3,0.49,1.31,0.28,0.43,1.3,2.7554875275651796,-1.0,-5.079999999999984,0.10000000000000003,0.39999999999999997,2.85,0.9285714285714286,0.696969696969697,0.2316017316017316
7964,5d72fa4562b13f7b,win,Ivan Salaverry,Joe Riggs,0.0,0.0,2.0,6.0,0.0,1.0,1.0,0.0,Middleweight,SUB Triangle Choke,1,162,c933d423ebdbbbdb,14.0,9.0,182.88,83.91,187.60065271208342,Orthodox,53.0,3.01,0.47,1.19,0.76,0.49,0.18,0.36,2.5,44.0,17.0,182.88,83.91,177.8,Southpaw,41.0,2.41,0.51,1.69,0.57,2.45,0.55,0.62,0.6,9.800652712083405,12.0,0.0,-0.040000000000000036,-0.26,-1.9600000000000002,0.6086956521739131,0.7213114754098361,-0.11261582323592301
7965,026e64f70e319e00,win,Joe Doerksen,Patrick Cote,0.0,2.0,9.0,37.0,4.0,0.0,4.0,0.0,Middleweight,SUB Rear Naked Choke,3,155,c933d423ebdbbbdb,51.0,16.0,182.88,83.91,190.5,Orthodox,46.0,1.43,0.42,2.79,0.5,2.02,0.33,0.33,2.3,23.0,11.0,180.34,77.11,190.5,Orthodox,44.0,2.81,0.48,3.21,0.48,0.68,0.2,0.43,0.2,0.0,2.0,2.539999999999992,-0.06,-0.09999999999999998,1.3399999999999999,0.7611940298507462,0.6764705882352942,0.08472344161545209
7966,5e1b0e52d2bb1b5c,win,Mike van Arsdale,John Marsh,0.0,1.0,34.0,18.0,1.0,1.0,0.0,1.0,Heavyweight,U-DEC,3,300,c933d423ebdbbbdb,8.0,5.0,187.96,92.99,192.9683722327862,Switch,58.0,1.52,0.41,1.91,0.41,1.06,0.14,0.37,0.0,8.0,7.0,182.88,120.2,187.60065271208342,Orthodox,53.0,0.83,0.42,2.23,0.4,0.43,1.0,0.54,0.4,5.367719520702792,5.0,5.0800000000000125,-0.010000000000000009,-0.17000000000000004,0.6300000000000001,0.6153846153846154,0.5333333333333333,0.08205128205128209
7967,c50a3025d1519fc8,win,Rich Franklin,Ken Shamrock,0.0,0.0,23.0,0.0,0.0,1.0,0.0,2.0,Light Heavyweight,KO/TKO Punches,1,162,fbbde91f7bc2d3c5,29.0,7.0,185.42,83.91,193.04,Southpaw,49.0,4.1,0.44,2.07,0.62,1.31,0.66,0.63,0.7,28.0,17.0,185.42,92.99,182.88,Orthodox,60.0,1.47,0.46,4.3,0.39,0.94,0.6,0.44,2.5,10.159999999999997,-11.0,0.0,-0.020000000000000018,0.19,0.3700000000000001,0.8055555555555556,0.6222222222222222,0.18333333333333335
7968,4705a4db0bf1edcd,win,Forrest Griffin,Stephan Bonnar,0.0,0.0,88.0,57.0,2.0,0.0,1.0,0.0,Light Heavyweight,U-DEC,3,300,fbbde91f7bc2d3c5,19.0,7.0,190.5,92.99,195.58,Orthodox,45.0,4.38,0.36,2.81,0.61,1.05,0.48,0.57,0.7,15.0,9.0,193.04,92.99,200.66,Orthodox,46.0,2.76,0.38,3.01,0.52,1.32,0.4,0.6,1.0,-5.079999999999984,-1.0,-2.539999999999992,-0.020000000000000018,-0.030000000000000027,-0.27,0.7307692307692307,0.625,0.10576923076923073
7969,d172d88fbeb8c6a8,win,Diego Sanchez,Kenny Florian,0.0,0.0,14.0,2.0,1.0,0.0,0.0,0.0,Middleweight,KO/TKO Punches,1,169,fbbde91f7bc2d3c5,31.0,13.0,177.8,77.11,182.88,Southpaw,42.0,2.69,0.37,3.02,0.56,1.51,0.24,0.46,0.8,14.0,6.0,177.8,65.77,187.96,Southpaw,47.0,2.41,0.4,1.85,0.63,2.22,0.33,0.6,1.3,-5.0800000000000125,-5.0,0.0,-0.030000000000000027,-0.13999999999999996,-0.7100000000000002,0.7045454545454546,0.7,0.00454545454545463
7970,ddb950831580a5fe,win,Sam Hoger,Bobby Southworth,1.0,0.0,22.0,21.0,0.0,1.0,0.0,0.0,Light Heavyweight,U-DEC,3,300,fbbde91f7bc2d3c5,10.0,4.0,187.96,92.99,192.9683722327862,Orthodox,43.0,1.07,0.25,2.25,0.57,1.12,0.38,0.29,1.3,10.0,6.0,187.96,92.99,192.9683722327862,Orthodox,54.0,0.99,0.39,1.38,0.65,3.98,0.78,0.64,1.3,0.0,-11.0,0.0,-0.14,-0.35000000000000003,-2.86,0.7142857142857143,0.625,0.0892857142857143
7971,a3b268798d3ab216,win,Chris Leben,Jason Thacker,0.0,0.0,27.0,1.0,1.0,0.0,0.0,0.0,Middleweight,KO/TKO Punches,1,95,fbbde91f7bc2d3c5,22.0,11.0,180.34,83.91,185.42,Southpaw,43.0,2.87,0.42,2.87,0.52,1.14,0.41,0.53,0.8,0.0,1.0,177.8,83.91,182.23293319138068,Orthodox,48.0,0.63,0.33,17.05,0.32,0.0,0.0,0.0,0.0,3.1870668086193064,-5.0,2.539999999999992,0.08999999999999997,0.53,1.14,0.6666666666666666,0.0,0.6666666666666666
7972,61733e5f00f4e194,win,Josh Koscheck,Chris Sanford,0.0,0.0,14.0,1.0,2.0,0.0,0.0,1.0,Middleweight,KO/TKO Punches,1,261,fbbde91f7bc2d3c5,17.0,11.0,177.8,77.11,185.42,Orthodox,46.0,1.79,0.36,2.27,0.63,2.46,0.48,0.64,0.4,5.0,1.0,180.34,83.91,184.91679295173205,Orthodox,56.0,0.23,0.5,3.22,0.17,0.0,0.0,0.0,3.5,0.5032070482679387,-10.0,-2.539999999999992,-0.14,0.64,2.46,0.6071428571428571,0.8333333333333334,-0.22619047619047628
7973,f434775e97920d95,win,Nate Quarry,Lodune Sincaid,0.0,0.0,36.0,10.0,0.0,0.0,0.0,0.0,Middleweight,KO/TKO Punches,1,197,fbbde91f7bc2d3c5,12.0,4.0,182.88,83.91,182.88,Open Stance,52.0,4.96,0.44,2.8,0.66,0.25,0.33,0.6,0.0,15.0,9.0,175.26,83.91,179.54907343102929,Orthodox,50.0,2.72,0.42,6.17,0.57,0.0,0.0,0.75,0.0,3.3309265689707104,2.0,7.6200000000000045,0.020000000000000018,-0.15000000000000002,0.25,0.75,0.625,0.125
7974,74f757bacb86a71c,win,Mike Swick,Alex Schoenauer,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,Middleweight,KO/TKO Punch,1,20,fbbde91f7bc2d3c5,15.0,6.0,185.42,77.11,195.58,Orthodox,44.0,2.36,0.37,2.29,0.54,1.06,0.5,0.61,0.6,15.0,10.0,190.5,83.91,195.65223199313758,Orthodox,47.0,1.22,0.4,2.27,0.42,0.0,0.0,0.22,4.9,-0.07223199313756368,-3.0,-5.0800000000000125,-0.030000000000000027,0.39,1.06,0.7142857142857143,0.6,0.11428571428571432
7975,17affee2c796c225,win,Alex Karalexis,Josh Rafferty,0.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,Welterweight,KO/TKO Punches,1,100,fbbde91f7bc2d3c5,10.0,6.0,172.72,70.31,167.64,Orthodox,46.0,2.57,0.42,2.39,0.54,2.7,0.45,0.86,0.9,9.0,8.0,182.88,77.11,187.60065271208342,Orthodox,43.0,0.6,0.33,3.6,0.5,0.0,0.0,0.0,9.0,-19.96065271208343,3.0,-10.159999999999997,0.08999999999999997,0.86,2.7,0.625,0.5294117647058824,0.09558823529411764
7976,4fb2c181e8fd5910,win,Tito Ortiz,Vitor Belfort,0.0,0.0,27.0,19.0,4.0,0.0,0.0,1.0,Light Heavyweight,S-DEC,3,300,85d905f7c4f5a1af,19.0,12.0,190.5,92.99,187.96,Orthodox,49.0,2.59,0.46,2.88,0.6,2.47,0.35,0.54,0.6,26.0,14.0,182.88,83.91,187.96,Southpaw,46.0,1.59,0.46,2.83,0.5,1.02,0.6,0.53,0.6,0.0,3.0,7.6200000000000045,0.0,0.010000000000000009,1.4500000000000002,0.6129032258064516,0.65,-0.0370967741935484
7977,987b6b4f7825e40e,win,Pete Sell,Phil Baroni,0.0,0.0,16.0,17.0,1.0,4.0,1.0,0.0,Middleweight,SUB Guillotine Choke,3,259,85d905f7c4f5a1af,10.0,7.0,180.34,77.11,190.5,Orthodox,41.0,2.6,0.42,3.65,0.51,0.91,0.21,0.47,0.9,15.0,18.0,175.26,77.11,182.88,Orthodox,47.0,2.77,0.45,3.93,0.4,1.46,0.47,0.6,0.5,7.6200000000000045,-6.0,5.0800000000000125,-0.030000000000000027,-0.13,-0.5499999999999999,0.5882352941176471,0.45454545454545453,0.13368983957219255
7978,dae856cb00cf5163,win,Andrei Arlovski,Tim Sylvia,1.0,0.0,5.0,2.0,0.0,0.0,2.0,0.0,Heavyweight,SUB Ankle Lock,1,47,85d905f7c4f5a1af,34.0,23.0,190.5,108.86,195.58,Orthodox,45.0,3.78,0.45,3.2,0.57,0.38,0.36,0.76,0.2,31.0,10.0,203.2,120.2,203.2,Orthodox,48.0,4.23,0.41,2.61,0.61,0.11,1.0,0.75,0.1,-7.619999999999976,-3.0,-12.699999999999989,0.040000000000000036,0.010000000000000009,0.27,0.5964912280701754,0.7560975609756098,-0.15960633290543436
7979,7cfc8649d07b704c,win,Evan Tanner,David Terrell,0.0,0.0,19.0,4.0,0.0,2.0,0.0,1.0,Middleweight,KO/TKO Punches,1,275,85d905f7c4f5a1af,32.0,8.0,182.88,83.91,187.96,Orthodox,53.0,3.05,0.59,2.64,0.56,2.55,0.43,0.25,1.3,6.0,2.0,185.42,83.91,190.2845124724348,Southpaw,46.0,2.34,0.63,2.71,0.37,5.54,0.5,0.0,5.5,-2.3245124724348045,7.0,-2.539999999999992,-0.040000000000000036,0.25,-2.99,0.8,0.75,0.050000000000000044
7980,c91ef06766009965,win,Paul Buentello,Justin Eilers,1.0,0.0,22.0,7.0,0.0,0.0,0.0,0.0,Heavyweight,KO/TKO Punches,1,214,85d905f7c4f5a1af,35.0,17.0,187.96,111.13,195.58,Orthodox,50.0,3.29,0.45,3.83,0.52,0.19,0.33,0.39,0.4,19.0,7.0,185.42,106.59,190.2845124724348,Orthodox,45.0,2.86,0.43,5.66,0.49,0.82,0.25,0.5,0.0,5.2954875275652,5.0,2.5400000000000205,0.020000000000000018,-0.10999999999999999,-0.6299999999999999,0.6730769230769231,0.7307692307692307,-0.0576923076923076
7981,48189cad0c11ff63,win,Mike Kyle,James Irvin,1.0,0.0,10.0,3.0,1.0,0.0,0.0,0.0,Heavyweight,KO/TKO Punch,1,115,85d905f7c4f5a1af,22.0,14.0,193.04,92.99,195.58,Orthodox,43.0,3.93,0.51,3.35,0.49,1.33,0.62,0.5,0.8,17.0,10.0,187.96,92.99,190.5,Orthodox,45.0,2.03,0.48,3.86,0.35,0.0,0.0,0.36,0.5,5.0800000000000125,-2.0,5.079999999999984,0.030000000000000027,0.14,1.33,0.6111111111111112,0.6296296296296297,-0.01851851851851849
7982,e30780438191654f,win,David Loiseau,Gideon Ray,2.0,0.0,17.0,11.0,0.0,1.0,1.0,0.0,Middleweight,KO/TKO,1,300,85d905f7c4f5a1af,23.0,11.0,182.88,83.91,193.04,Orthodox,44.0,1.59,0.44,3.64,0.43,0.43,0.42,0.36,0.1,17.0,15.0,177.8,83.91,182.23293319138068,Southpaw,50.0,2.08,0.4,2.58,0.53,1.49,1.0,0.0,0.0,10.807066808619311,-6.0,5.079999999999984,0.03999999999999998,0.36,-1.06,0.6764705882352942,0.53125,0.14522058823529416
7983,45a52e065b73ecba,win,Karo Parisyan,Chris Lytle,0.0,0.0,29.0,7.0,7.0,0.0,2.0,2.0,Welterweight,U-DEC,3,300,85d905f7c4f5a1af,24.0,11.0,177.8,77.11,182.88,Orthodox,41.0,2.49,0.41,2.19,0.58,5.27,0.59,0.59,1.0,31.0,18.0,180.34,77.11,172.72,Orthodox,49.0,3.76,0.45,3.03,0.58,0.7,0.55,0.55,2.4,10.159999999999997,-8.0,-2.539999999999992,-0.040000000000000036,0.039999999999999925,4.569999999999999,0.6857142857142857,0.6326530612244898,0.05306122448979589
7984,e8196de20c4a969a,win,Nick Diaz,Drew Fickett,0.0,0.0,13.0,3.0,0.0,0.0,1.0,2.0,Welterweight,KO/TKO Punches,1,280,85d905f7c4f5a1af,26.0,10.0,185.42,77.11,193.04,Southpaw,40.0,5.71,0.42,3.84,0.59,1.28,0.32,0.6,1.0,42.0,21.0,177.8,70.31,177.8,Orthodox,44.0,2.33,0.41,2.29,0.57,1.3,0.35,0.3,2.2,15.23999999999998,-4.0,7.619999999999976,0.010000000000000009,0.3,-0.020000000000000018,0.7222222222222222,0.6666666666666666,0.05555555555555558
7985,9422b3caf780a995,win,Tito Ortiz,Patrick Cote,0.0,0.0,45.0,11.0,2.0,0.0,0.0,0.0,Light Heavyweight,U-DEC,3,300,ce783bf73b5131f9,19.0,12.0,190.5,92.99,187.96,Orthodox,49.0,2.59,0.46,2.88,0.6,2.47,0.35,0.54,0.6,23.0,11.0,180.34,77.11,190.5,Orthodox,44.0,2.81,0.48,3.21,0.48,0.68,0.2,0.43,0.2,-2.539999999999992,5.0,10.159999999999997,-0.019999999999999962,0.11000000000000004,1.79,0.6129032258064516,0.6764705882352942,-0.06356736242884253
7986,b76a722dd429612e,win,Rich Franklin,Jorge Rivera,1.0,0.0,41.0,22.0,3.0,0.0,1.0,0.0,Middleweight,SUB Armbar,3,268,ce783bf73b5131f9,29.0,7.0,185.42,83.91,193.04,Southpaw,49.0,4.1,0.44,2.07,0.62,1.31,0.66,0.63,0.7,20.0,9.0,185.42,83.91,185.42,Orthodox,52.0,3.16,0.48,2.64,0.54,0.84,0.5,0.63,0.1,7.6200000000000045,-3.0,0.0,-0.03999999999999998,0.0,0.4700000000000001,0.8055555555555556,0.6896551724137931,0.11590038314176243
7987,6f21a27075f0695c,win,Matt Hughes,Georges St-Pierre,0.0,0.0,4.0,6.0,2.0,1.0,2.0,0.0,Welterweight,SUB Armbar,1,299,ce783bf73b5131f9,45.0,9.0,175.26,77.11,185.42,Switch,50.0,2.14,0.53,1.36,0.53,2.95,0.5,0.35,1.2,26.0,2.0,180.34,83.91,193.04,Orthodox,42.0,3.78,0.53,1.4,0.72,4.16,0.74,0.83,1.1,-7.6200000000000045,8.0,-5.0800000000000125,0.0,-0.48,-1.21,0.8333333333333334,0.9285714285714286,-0.09523809523809523
7988,1a471a1bff47a960,win,Frank Trigg,Renato Verissimo,0.0,0.0,33.0,4.0,1.0,0.0,0.0,2.0,Welterweight,KO/TKO Elbows,2,131,ce783bf73b5131f9,21.0,9.0,175.26,77.11,180.34,Southpaw,51.0,2.79,0.46,1.9,0.56,2.35,0.47,0.75,0.8,7.0,5.0,185.42,77.11,190.2845124724348,Orthodox,50.0,0.92,0.48,1.87,0.47,1.46,0.3,0.5,2.5,-9.944512472434809,1.0,-10.159999999999997,-0.019999999999999962,0.25,0.8900000000000001,0.7,0.5833333333333334,0.11666666666666659
7989,929fb67b49eaa405,win,Evan Tanner,Robbie Lawler,0.0,0.0,6.0,3.0,0.0,1.0,1.0,0.0,Middleweight,SUB Triangle Choke,1,142,ce783bf73b5131f9,32.0,8.0,182.88,83.91,187.96,Orthodox,53.0,3.05,0.59,2.64,0.56,2.55,0.43,0.25,1.3,30.0,16.0,180.34,77.11,187.96,Southpaw,42.0,3.85,0.47,4.67,0.59,0.65,0.64,0.65,0.0,0.0,11.0,2.539999999999992,0.12,-0.4,1.9,0.8,0.6521739130434783,0.14782608695652177
7990,0d15b14d1215c853,win,Ivan Salaverry,Tony Fryklund,1.0,0.0,9.0,4.0,0.0,0.0,1.0,0.0,Middleweight,SUB Other - Lock,1,96,ce783bf73b5131f9,14.0,9.0,182.88,83.91,187.60065271208342,Orthodox,53.0,3.01,0.47,1.19,0.76,0.49,0.18,0.36,2.5,14.0,9.0,182.88,83.91,187.60065271208342,Orthodox,53.0,3.49,0.39,6.5,0.43,0.0,0.0,0.66,0.5,0.0,0.0,0.0,0.07999999999999996,-0.30000000000000004,0.49,0.6086956521739131,0.6086956521739131,0.0
7991,dc9b52352dca15ef,win,Travis Lutter,Marvin Eastman,1.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,Light Heavyweight,KO/TKO Punch,2,33,ce783bf73b5131f9,10.0,6.0,180.34,83.91,190.5,Orthodox,50.0,0.41,0.32,2.42,0.42,1.95,0.24,0.3,0.7,18.0,15.0,175.26,83.91,185.42,Orthodox,52.0,2.21,0.35,3.92,0.42,1.38,0.33,0.81,0.0,5.0800000000000125,-2.0,5.0800000000000125,-0.02999999999999997,-0.51,0.5700000000000001,0.625,0.5454545454545454,0.07954545454545459
7992,977e56ada4acc596,win,Randy Couture,Vitor Belfort,0.0,0.0,50.0,3.0,2.0,0.0,0.0,2.0,Light Heavyweight,KO/TKO,3,300,b4bc2e3353a770b5,19.0,11.0,185.42,92.99,190.5,Orthodox,60.0,2.85,0.57,1.53,0.59,2.78,0.46,0.58,0.5,26.0,14.0,182.88,83.91,187.96,Southpaw,46.0,1.59,0.46,2.83,0.5,1.02,0.6,0.53,0.6,2.539999999999992,14.0,2.539999999999992,0.10999999999999993,0.04999999999999993,1.7599999999999998,0.6333333333333333,0.65,-0.01666666666666672
7993,719f21fdb310fcfb,win,Joe Riggs,Joe Doerksen,0.0,0.0,29.0,6.0,2.0,2.0,0.0,0.0,Middleweight,KO/TKO Elbows,2,219,b4bc2e3353a770b5,44.0,17.0,182.88,83.91,177.8,Southpaw,41.0,2.41,0.51,1.69,0.57,2.45,0.55,0.62,0.6,51.0,16.0,182.88,83.91,190.5,Orthodox,46.0,1.43,0.42,2.79,0.5,2.02,0.33,0.33,2.3,-12.699999999999989,-5.0,0.0,0.09000000000000002,0.29,0.43000000000000016,0.7213114754098361,0.7611940298507462,-0.039882554440910156
7994,ebd51f898209c4c8,win,Chuck Liddell,Vernon White,2.0,0.0,31.0,13.0,1.0,0.0,0.0,0.0,Light Heavyweight,KO/TKO Punch,1,245,b4bc2e3353a770b5,21.0,8.0,187.96,92.99,193.04,Orthodox,54.0,2.97,0.35,2.71,0.56,0.44,0.75,0.81,0.0,26.0,33.0,182.88,92.99,187.60065271208342,Southpaw,52.0,2.11,0.38,2.2,0.54,0.88,0.28,0.44,0.0,5.439347287916576,2.0,5.0800000000000125,-0.030000000000000027,0.37000000000000005,-0.44,0.7241379310344828,0.4406779661016949,0.28345996493278786
